1,80
2,80
3,83
4,83
5,84
6,84
7,101
8,101
9,104
10,104
11,108
12,108
13,108
14,108
15,110
16,110
17,110
18,110
19,128
20,128
21,131
22,131
23,131
24,131
25,132
26,132
27,133
28,133
29,133
30,133
31,133
32,133
33,133
34,133
35,133
36,133
37,133
38,133
39,141
40,141
41,152
42,152
43,153
44,153
45,153
46,153
47,153
48,153
49,153
50,153
51,155
52,155
53,155
54,155
55,157
56,157
57,168
58,168
59,168
60,168
61,168
62,168
63,168
64,168
65,170
66,170
67,171
68,171
69,171
70,171
71,171
72,171
73,171
74,171
75,171
76,171
77,171
78,171
79,171
80,171
81,172
82,172
83,176
84,176
85,178
86,178
87,178
88,178
89,178
90,178
91,178
92,178
93,178
94,178
95,179
96,179
97,185
98,185
99,187
100,187
101,194
102,194
103,194
104,194
105,194
106,194
107,194
108,194
109,194
110,194
111,194
112,194
113,194
114,194
115,194
116,194
117,198
118,198
119,199
120,199
121,201
122,201
123,202
124,202
125,202
126,202
127,202
128,202
129,202
130,202
131,202
132,202
133,202
134,202
135,202
136,202
137,203
138,203
139,203
140,203
141,203
142,203
143,203
144,203
145,203
146,203
147,204
148,204
149,204
150,204
151,204
152,204
153,204
154,204
155,204
156,204
157,204
158,204
159,205
160,205
161,206
162,206
163,206
164,206
165,206
166,206
167,206
168,206
169,206
170,206
171,206
172,206
173,206
174,206
175,206
176,206
177,207
178,207
179,207
180,207
181,209
182,209
183,209
184,209
185,209
186,209
187,209
188,209
189,209
190,209
191,209
192,209
193,209
194,209
195,209
196,209
197,209
198,209
199,209
200,209
201,210
202,210
203,255
204,255
205,261
206,261
207,262
208,262
209,262
210,262
