1,197
2,186
3,136
4,208
5,182
6,167
7,168
8,203
9,139
10,202
11,196
12,172
13,159
14,166
15,158
16,167
17,168
18,152
19,184
20,167
21,182
22,219
23,141
24,146
25,184
26,121
27,195
28,151
29,158
30,130
31,178
32,178
