1,96.8
2,99.5
3,104
4,85.2
5,106
6,97.5
7,96.3
8,97.2
9,94.4
10,96.5
11,94.4
12,95.0
13,96.8
14,106
15,101
16,101
17,97.8
18,92.6
19,94.1
20,110
21,96.9
22,90.4
23,92.4
24,89.3
25,97.6
26,96.3
27,96.2
28,92.4
29,98.5
30,89.1
31,97.0
32,97.0
