1,95.7
2,99.9
3,93.1
4,97.2
5,97.4
6,103
7,92.7
8,96.9
9,97.5
10,98.9
11,94.3
12,112
13,93.3
14,101
15,99.9
16,96.0
17,93.7
18,101
19,97.5
20,93.0
21,96.8
22,96.4
23,91.0
24,94.6
25,102
26,103
27,108
28,92.1
29,94.2
30,97.8
31,97.9
32,97.9
